genre,title,author,pages,unique_key,average_rating,book_description
science-fiction-fantasy,Brimstone Bound,by Helen Harper (Goodreads Author),234 pages,https://www.goodreads.com/book/show/53713359-brimstone-bound,4.18,"A werewolf killer. A paranormal murder. How many times can Emma Bellamy cheat death?

I’m one placement away from becoming a fully fledged London detective. It’s bad enough that my last assignment before I qualify is with Supernatural Squad. But that’s nothing compared to what happens next.

Brutally murdered by an unknown assailant, I wake up twelve hours later in the morgue – and I’m very much alive. I don’t know how or why it happened. I don’t know who killed me. All I know is that they might try again.

Werewolves are disappearing right, left and centre.

A mysterious vampire seems intent on following me everywhere I go.

And I have to solve my own vicious killing. Preferably before death comes for me again."
science-fiction-fantasy,Serpentine,by Philip Pullman,74 pages,https://www.goodreads.com/book/show/53369413-serpentine,3.91,"**Don't miss the second series of His Dark Materials on BBC One this November.**

A brand new short story set in the world of His Dark Materials and The Book of Dust by master storyteller, Philip Pullman.

Serpentine is a perfect gift for every Pullman fan, new and old.

'Lyra Silvertongue, you're very welcome . . . Yes, I know your new name. Serafina Pekkala told me everything about your exploits'

Lyra and her daemon Pantalaimon have left the events of His Dark Materials far behind.

In this snapshot of their forever-changed lives they return to the North to visit an old friend, where we will learn that things are not exactly as they seem . . .

Illustrated throughout by Tom Duxbury, the perfect re-entry for fans of His Dark Materials and a wonderful companion to The Book of Dust.

'It's a stunning achievement, the universe Pullman has created and continues to build on'
New York Times

'Pullman is an easeful storyteller and an intricate and inventive world-builder, and everything he has to write is worth reading' Telegraph"
science-fiction-fantasy,Masquerade in Lodi,by Lois McMaster Bujold (Goodreads Author),103 pages,https://www.goodreads.com/book/show/55681881-masquerade-in-lodi,4.47,"Bastard’s Eve is a night of celebration for most residents in the canal city of Lodi -- but not for sorcerer Learned Penric and his Temple demon Desdemona, who find themselves caught up in the affairs of a shiplost madman, a dangerous ascendant demon, and a very unexpected saint of the fifth god.
This novella falls between “Penric’s Fox” and “Penric’s Mission” in the internal chronology of the Penric & Desdemona tales."
science-fiction-fantasy,The Fires of Vengeance,by Evan Winter (Goodreads Author),400 pages,https://www.goodreads.com/book/show/43174603-the-fires-of-vengeance,4.52,"Desperate to delay an impending attack by the indigenous people of Xidda, Tau and his queen craft a dangerous plan. If Tau succeeds, the queen will have the time she needs to assemble her forces and launch an all-out assault on her own capital city, where her sister is being propped up as the 'true' Queen of the Omehi.
If the city can be taken, if Tsiora can reclaim her throne and reunite her people, then the Omehi might have a chance to survive the coming onslaught."
science-fiction-fantasy,The Ickabog,by J.K. Rowling,282 pages,https://www.goodreads.com/book/show/53490148-the-ickabog,4.02,"Once upon a time there was a tiny kingdom called Cornucopia, as rich in happiness as it was in gold, and famous for its food. From the delicate cream cheeses of Kurdsburg to the Hopes-of-Heaven pastries of Chouxville, each was so delicious that people wept with joy as they ate them.

But even in this happy kingdom, a monster lurks. Legend tells of a fearsome creature living far to the north in the Marshlands... the Ickabog. Some say it breathes fire, spits poison, and roars through the mist as it carries off wayward sheep and children alike. Some say it's just a myth...

And when that myth takes on a life of its own, casting a shadow over the kingdom, two children — best friends Bert and Daisy — embark on a great adventure to untangle the truth and find out where the real monster lies, bringing hope and happiness to Cornucopia once more.

Features full-colour illustrations by the young winners of The Ickabog competition."
science-fiction-fantasy,Magical Midlife Madness,by K.F. Breene (Goodreads Author),376 pages,https://www.goodreads.com/book/show/51385818-magical-midlife-madness,4.27,"""Happily Ever After"" wasn't supposed to come with a do-over option. But when my husband of twenty years packs up and heads for greener pastures and my son leaves for college, that's exactly what my life becomes. Do-over.

This time, though, I plan to do things differently. Age is just a number, after all, and at forty I'm ready to carve my own path. Eager for a fresh start, I make a somewhat unorthodox decision and move to a tiny town in the Sierra foothills. I'll be taking care of a centuries old house that called to me when I was a kid. It's just temporary, I tell myself. It'll just be for a while. That is, until I learn what the house really is, something I never could've imagined.

Thankfully forty isn't too old to start an adventure, because that's exactly what I do. A very dangerous adventure that will change my life forever. I have a chance to start again, and this time, I make the rules."
science-fiction-fantasy,Magical Midlife Dating,by K.F. Breene (Goodreads Author),336 pages,https://www.goodreads.com/book/show/51383163-magical-midlife-dating,4.50,"The second book in the Leveling Up series by USA Today and Wallstreet Journal Bestselling author K.F. Breene.



She must learn to fly, but can she withstand the allure of the handsome new teacher?

Book two in the Top 10 Kindle Store and internationally bestselling series by USA Today Bestselling Author, K.F. Breene!

The decision has been made. Jessie has taken the magic, and all the weird that goes with it. Including wings.

There's only one problem - she can't figure out how to access them.

Through a series of terrible decisions, Jessie realizes she must ask for help. Gargoyle help.

But she could've never predicted who answers her call - he's an excellent flier, incredibly patient, and a good trainer. He's also incredibly handsome. And interested.

Maybe flying isn't the only thing she needs help with. Maybe she needs help getting back on that saddle, too, emerging into the dating pool.

Except, the new gargoyle is also an alpha, just like Austin, and the town isn't big enough for two.

Turns out, flying is the least of her problems."
science-fiction-fantasy,Memento,"by Amie Kaufman (Goodreads Author), Jay Kristoff (Goodreads Author)",84 pages,https://www.goodreads.com/book/show/55654594-memento,4.56,"From New York Times bestselling authors Amie Kaufman and Jay Kristoff comes an Illuminae prequel digital novella that gives readers a hair-raising glimpse into the calamity that befell the invincible AI system known as AIDAN–and the daring young programmer who would risk her life to keep it from crashing.

AIDAN is the AI you’ll love to hate.

The advanced AI system was supposed to protect a fleet of survivors who’d escaped the deadly attack on Kerenza IV. AIDAN was supposed to be infallible. But in the chaotic weeks and months that followed, it became clear that something was terribly, terribly wrong with AIDAN…"
science-fiction-fantasy,Murder by Other Means,"by John Scalzi (Goodreads Author), Zachary Quinto (Narrator)",4 pages,https://www.goodreads.com/book/show/55291869-murder-by-other-means,4.02,"Audio Length: 3 hrs 33 mins

From Hugo and Audie Award-winning author John Scalzi comes an exciting sequel to The New York Times best-selling, number one Audible hit The Dispatcher, performed by the incomparable Zachary Quinto.

Welcome to the new world, in which murder is all but a thing of the past. Because when someone kills you, 999 times out of 1,000, you instantly come back to life. In this world, there are dispatchers—licensed killers who step in when you’re at risk of a natural or unintentional death. They kill you—so you can live.

Tony Valdez is used to working his job as a dispatcher within the rules of the law and the state. But times are tough, and more and more Tony finds himself riding the line between what’s legal and what will pay his bills. After one of these shady gigs and after being a witness to a crime gone horribly wrong, Tony discovers that people around him are dying, for reasons that make no sense...and which just may implicate him.

Tony is running out of time: to solve the mystery of these deaths, to keep others from dying, and to keep himself from being a victim of what looks like murder, by other means."
science-fiction-fantasy,The Empress of Salt and Fortune,by Nghi Vo (Goodreads Author),112 pages,https://www.goodreads.com/book/show/51190882-the-empress-of-salt-and-fortune,4.09,"Librarian's note: This is an Alternate Cover Edition for ASIN: B07VH6Y4JD.

With the heart of an Atwood tale and the visuals of a classic Asian period drama The Empress of Salt and Fortune is a tightly and lushly written narrative about empire, storytelling, and the anger of women.

A young royal from the far north is sent south for a political marriage. Alone and sometimes reviled, she has only her servants on her side. This evocative debut chronicles her rise to power through the eyes of her handmaiden, at once feminist high fantasy and a thrilling indictment of monarchy."
science-fiction-fantasy,"The Hobbit, or There and Back Again",by J.R.R. Tolkien,366 pages,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,4.27,
science-fiction-fantasy,Harry Potter and the Sorcerer's Stone,"by J.K. Rowling, Mary GrandPré (Illustrator)",309 pages,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,4.47,
science-fiction-fantasy,Ender's Game,"by Orson Scott Card, Stefan Rudnicki (Narrator), Harlan Ellison (Narrator)",324 pages,https://www.goodreads.com/book/show/375802.Ender_s_Game,4.30,
science-fiction-fantasy,A Game of Thrones,by George R.R. Martin,835 pages,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,4.45,
science-fiction-fantasy,The Fellowship of the Ring,by J.R.R. Tolkien,527 pages,https://www.goodreads.com/book/show/3263607-the-fellowship-of-the-ring,4.36,
science-fiction-fantasy,The Hitchhiker's Guide to the Galaxy,by Douglas Adams,193 pages,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,4.22,
science-fiction-fantasy,Harry Potter and the Chamber of Secrets,"by J.K. Rowling, Mary GrandPré (Illustrator)",341 pages,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,4.43,
science-fiction-fantasy,Dune,by Frank Herbert,661 pages,https://www.goodreads.com/book/show/44767458-dune,4.23,
science-fiction-fantasy,Harry Potter and the Prisoner of Azkaban,"by J.K. Rowling, Mary GrandPré (Illustrator)",435 pages,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,4.57,
science-fiction-fantasy,Harry Potter and the Goblet of Fire,"by J.K. Rowling, Mary GrandPré (Illustrator)",734 pages,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,4.56,
science-fiction-fantasy,Harry Potter and the Deathly Hallows,by J.K. Rowling,759 pages,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,4.62,
science-fiction-fantasy,Harry Potter and the Order of the Phoenix,"by J.K. Rowling, Mary GrandPré (Illustrator)",870 pages,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,4.50,
science-fiction-fantasy,Harry Potter and the Half-Blood Prince,by J.K. Rowling,652 pages,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,4.57,
science-fiction-fantasy,The Hunger Games,by Suzanne Collins,374 pages,https://www.goodreads.com/book/show/2767052-the-hunger-games,4.33,
